suburb,address,price,sold_date,property_type,bedrooms,bathrooms,parking,land_size,collected_at
SOUTH NOWRA,"7 Nutans Crest, South Nowra NSW 2541",820000,2025-02-14,house,5.0,2.0,2.0,678.0,2025-03-18T05:02:25.420669
SOUTH NOWRA,"181B Old Southern Road, South Nowra NSW 2541",932000,2025-02-13,house,4.0,2.0,2.0,1520.0,2025-03-18T05:02:25.420669
SOUTH NOWRA,"44 Basil Street, South Nowra NSW 2541",960000,2025-02-13,house,5.0,3.0,2.0,645.0,2025-03-18T05:02:25.420669
SOUTH NOWRA,"11/175 Old Southern Road, South Nowra NSW 2541",660000,2025-02-03,townhouse,3.0,2.0,2.0,,2025-03-18T05:02:25.420669
SOUTH NOWRA,"21 Osprey Road, South Nowra NSW 2541",795000,2025-01-31,house,3.0,2.0,2.0,688.0,2025-03-18T05:02:25.420669
SOUTH NOWRA,"Unit 12, 55 Quinns Lane, South Nowra NSW 2541",559000,2025-01-29,other,2.0,1.0,1.0,,2025-03-18T05:02:25.420669
SOUTH PAMBULA,"23 Pitt Street, South Pambula NSW 2549",849000,2025-03-04,house,4.0,3.0,2.0,610.0,2025-03-18T05:02:25.424160
SOUTH PAMBULA,"9 Pitt Street, South Pambula NSW 2549",280000,2025-03-04,residential land,,,,766.0,2025-03-18T05:02:25.424160
SOUTH PENRITH,"22 Pindari Drive, South Penrith NSW 2750",1100000,2025-03-14,house,5.0,3.0,2.0,629.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"215 Parker Street, South Penrith NSW 2750",928000,2025-03-05,house,3.0,1.0,2.0,650.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"23 Stevenson Street, South Penrith NSW 2750",1200000,2025-03-01,house,3.0,2.0,2.0,645.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"7/115 Evan Street, South Penrith NSW 2750",647000,2025-02-25,villa,2.0,1.0,2.0,170.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"11 Grandview Street, South Penrith NSW 2750",988000,2025-02-25,house,3.0,1.0,2.0,645.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"197 York Road, South Penrith NSW 2750",935000,2025-02-24,house,3.0,1.0,1.0,558.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"11 Duraba Place, South Penrith NSW 2750",1225000,2025-02-20,house,4.0,2.0,2.0,657.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"10 Charkers Street, South Penrith NSW 2750",950000,2025-02-13,house,3.0,1.0,1.0,669.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"189 Evan Street, South Penrith NSW 2750",943500,2025-02-12,house,3.0,1.0,2.0,645.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"3 Tingha Avenue, South Penrith NSW 2750",1000000,2025-02-11,house,3.0,1.0,3.0,591.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"14/160 Maxwell Street, South Penrith NSW 2750",681000,2025-02-04,townhouse,3.0,1.0,1.0,,2025-03-18T05:02:25.426587
SOUTH PENRITH,"2/4 Banderra Road, South Penrith NSW 2750",690000,2025-02-04,villa,3.0,1.0,1.0,,2025-03-18T05:02:25.426587
SOUTH PENRITH,"5 Charkers Street, South Penrith NSW 2750",1400500,2025-01-30,house,4.0,2.0,2.0,625.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"72 Fragar Road, South Penrith NSW 2750",980000,2025-01-28,house,3.0,1.0,1.0,651.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"84 & 84a Penrose Crescent, South Penrith NSW 2750",1100000,2025-01-24,house,6.0,2.0,1.0,601.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"197 Smith Street, South Penrith NSW 2750",925000,2025-01-22,house,3.0,1.0,2.0,556.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"18 Kennedy Drive, South Penrith NSW 2750",1050000,2025-01-10,house,4.0,2.0,1.0,613.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"43 Wardell Drive, South Penrith NSW 2750",1250000,2025-01-09,house,4.0,3.0,2.0,791.0,2025-03-18T05:02:25.426587
SOUTH PENRITH,"157 Maxwell Street, South Penrith NSW 2750",960000,,house,4.0,2.0,2.0,,2025-03-18T05:02:25.426587
SOUTH TAMWORTH,"17 Bruce Street, South Tamworth NSW 2340",450000,2025-03-03,house,4.0,1.0,1.0,836.0,2025-03-18T05:02:31.255089
SOUTH TAMWORTH,"36 Holland Street, South Tamworth NSW 2340",470000,2025-02-28,house,4.0,1.0,6.0,557.0,2025-03-18T05:02:31.255089
SOUTH TAMWORTH,"88 Petra Avenue, South Tamworth NSW 2340",427000,2025-02-21,house,3.0,1.0,3.0,741.0,2025-03-18T05:02:31.255089
SOUTH TAMWORTH,"Unit 11/9-13 Diane Street, South Tamworth NSW 2340",290000,2025-02-13,unit,2.0,1.0,1.0,,2025-03-18T05:02:31.255089
SOUTH TAMWORTH,"8 Elm Street, South Tamworth NSW 2340",540000,2025-01-17,house,5.0,3.0,3.0,,2025-03-18T05:02:31.255089
SOUTH WENTWORTHVILLE,"109 Hampden Road, South Wentworthville NSW 2145",1330000,2025-03-08,house,4.0,1.0,2.0,588.0,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"117 Centenary Road, South Wentworthville NSW 2145",1220000,2025-03-07,house,3.0,1.0,4.0,,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"1 Lucerne Avenue, South Wentworthville NSW 2145",1250000,2025-03-05,house,3.0,2.0,2.0,556.0,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"54 Northcott Street, South Wentworthville NSW 2145",1600000,2025-03-03,house,4.0,2.0,3.0,721.0,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"15/11-13 Chelmsford Road, South Wentworthville NSW 2145",820000,2025-03-03,townhouse,3.0,2.0,1.0,,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"74 Frances Street, South Wentworthville NSW 2145",1565000,2025-03-01,house,4.0,2.0,2.0,696.0,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"69/1-9 Florence Street, South Wentworthville NSW 2145",605000,2025-02-27,apartment,2.0,2.0,1.0,,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"36 Northcott Street, South Wentworthville NSW 2145",1290000,2025-02-21,house,5.0,3.0,1.0,317.0,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"5 Rainbow Street, South Wentworthville NSW 2145",1260000,2025-02-21,house,3.0,1.0,3.0,677.0,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"14 Bates Avenue, South Wentworthville NSW 2145",1860000,2025-02-21,house,5.0,3.0,2.0,556.0,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"305/357-359 Great Western Highway, South Wentworthville NSW 2145",505000,2025-02-19,apartment,2.0,2.0,1.0,,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"12 Paul Crescent, South Wentworthville NSW 2145",1325000,2025-02-19,house,4.0,2.0,1.0,822.0,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"36 Finlayson Street, South Wentworthville NSW 2145",1057000,2025-02-15,house,3.0,2.0,2.0,588.0,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"32 Northcott Street, South Wentworthville NSW 2145",1400000,2025-02-07,house,4.0,2.0,3.0,632.0,2025-03-18T05:02:31.257611
SOUTH WENTWORTHVILLE,"99 Hampden Road, South Wentworthville NSW 2145",1100500,2025-02-01,duplex-semi-detached,4.0,3.0,1.0,,2025-03-18T05:02:31.257611
SOUTH WEST ROCKS,"3 Peter Mark Circuit, South West Rocks NSW 2431",760000,2025-03-12,house,3.0,1.0,2.0,540.0,2025-03-18T05:02:31.259126
SOUTH WEST ROCKS,"5/7 Baldwin Street, South West Rocks NSW 2431",310000,2025-03-07,unit,1.0,1.0,,,2025-03-18T05:02:31.259126
SOUTH WEST ROCKS,"7/37 McIntyre Street, South West Rocks NSW 2431",540000,2025-03-05,apartment,2.0,1.0,1.0,,2025-03-18T05:02:31.259126
SOUTH WEST ROCKS,"1/9 Albert Harrower Crescent, South West Rocks NSW 2431",500000,2025-03-05,unit,2.0,1.0,1.0,,2025-03-18T05:02:31.259126
SOUTH WEST ROCKS,"2 Colonial Crescent, South West Rocks NSW 2431",755000,2025-02-28,house,3.0,1.0,4.0,750.0,2025-03-18T05:02:31.259126
SOUTH WEST ROCKS,"10 Albert Harrower Crescent, South West Rocks NSW 2431",780000,2025-02-27,house,3.0,2.0,2.0,712.0,2025-03-18T05:02:31.259126
SOUTH WEST ROCKS,"1/48 Sturt Street, South West Rocks NSW 2431",565000,2025-02-26,villa,2.0,1.0,1.0,,2025-03-18T05:02:31.259126
SOUTH WEST ROCKS,"Lot 13, Government Road, South West Rocks NSW 2431",89000,2025-02-15,residential land,,,,19700.0,2025-03-18T05:02:31.259126
SOUTH WEST ROCKS,"11 Landsborough Street, South West Rocks NSW 2431",1100000,2025-01-03,house,2.0,1.0,1.0,,2025-03-18T05:02:31.259126
SOUTH WINDSOR,"13 Cunningham Place, South Windsor NSW 2756",812500,2025-03-14,house,3.0,1.0,2.0,526.0,2025-03-18T05:02:31.260759
SOUTH WINDSOR,"20 Collith Avenue, South Windsor NSW 2756",3000000,2025-03-13,residential land,,,,44000.0,2025-03-18T05:02:31.260759
SOUTH WINDSOR,"1/41 Bradley Road, South Windsor NSW 2756",755000,2025-03-12,duplex-semi-detached,3.0,1.0,2.0,,2025-03-18T05:02:31.260759
SOUTH WINDSOR,"4/574 George Street, South Windsor NSW 2756",830000,2025-03-04,unit,3.0,2.0,2.0,,2025-03-18T05:02:31.260759
SOUTH WINDSOR,"25 Woods Road, South Windsor NSW 2756",930000,2025-03-03,house,3.0,2.0,2.0,611.0,2025-03-18T05:02:31.260759
SOUTH WINDSOR,"10 Raven Place, South Windsor NSW 2756",1130000,2025-02-28,house,5.0,2.0,3.0,471.0,2025-03-18T05:02:31.260759
SOUTH WINDSOR,"245 Mileham Street, South Windsor NSW 2756",835000,2025-02-08,house,5.0,2.0,2.0,556.0,2025-03-18T05:02:31.260759
SOUTH WINDSOR,"4/8 Ham Street, South Windsor NSW 2756",765000,2025-02-02,villa,3.0,1.0,2.0,,2025-03-18T05:02:31.260759
SOUTH WINDSOR,"1/303 Macquarie Street, South Windsor NSW 2756",760000,2025-01-17,townhouse,3.0,2.0,1.0,,2025-03-18T05:02:31.260759
SOUTH WINDSOR,"21 Kingsley Close, South Windsor NSW 2756",888500,2025-01-17,house,3.0,2.0,2.0,510.0,2025-03-18T05:02:31.260759
SOUTH WINDSOR,"563 George Street, South Windsor NSW 2756",1270000,2025-01-13,house,8.0,2.0,3.0,842.0,2025-03-18T05:02:31.260759
SOUTH WINDSOR,"2/15 James Street, South Windsor NSW 2756",695000,2025-01-11,villa,2.0,1.0,1.0,,2025-03-18T05:02:31.260759
SPEERS POINT,"82 Thompson Road, Speers Point NSW 2284",1025000,2025-02-26,duplex-semi-detached,3.0,2.0,2.0,422.0,2025-03-18T05:02:36.172026
SPEERS POINT,"2/4 Chippindall Street, Speers Point NSW 2284",600000,2025-02-21,villa,2.0,1.0,1.0,,2025-03-18T05:02:36.172026
SPEERS POINT,"4 Cornish Street, Speers Point NSW 2284",1200000,2025-02-20,house,3.0,1.0,2.0,1138.0,2025-03-18T05:02:36.172026
SPEERS POINT,"11 Raymond Street, Speers Point NSW 2284",1080000,2025-02-15,house,3.0,2.0,4.0,809.0,2025-03-18T05:02:36.172026
SPEERS POINT,"23 Council Street, Speers Point NSW 2284",1300000,2025-02-12,unitblock,4.0,3.0,3.0,809.0,2025-03-18T05:02:36.172026
SPEERS POINT,"7 Barford Street, Speers Point NSW 2284",1000000,2025-02-12,unitblock,4.0,2.0,2.0,809.0,2025-03-18T05:02:36.172026
SPEERS POINT,"43 Albert Street, Speers Point NSW 2284",2280000,2025-02-12,unitblock,5.0,5.0,5.0,1157.0,2025-03-18T05:02:36.172026
SPEERS POINT,"119 Main Road, Speers Point NSW 2284",735000,2025-02-06,house,2.0,1.0,1.0,500.0,2025-03-18T05:02:36.172026
SPEERS POINT,"40 Barford Street, Speers Point NSW 2284",1250000,2025-01-30,house,6.0,3.0,1.0,809.0,2025-03-18T05:02:36.172026
SPEERS POINT,"10 Bell Street, Speers Point NSW 2284",825000,2025-01-28,house,2.0,2.0,1.0,563.0,2025-03-18T05:02:36.172026
SPEERS POINT,"3 Chippindall Street, Speers Point NSW 2284",976000,2025-01-21,house,3.0,2.0,3.0,811.0,2025-03-18T05:02:36.172026
SPEERS POINT,"1/15 Berkeley Street, Speers Point NSW 2284",1685000,2025-01-17,apartment,3.0,2.0,2.0,,2025-03-18T05:02:36.172026
SPENCER,"4834 Wisemans Ferry Rd, Spencer NSW 2775",495000,2025-03-03,house,3.0,2.0,1.0,558.0,2025-03-18T05:02:41.815897
SPRING FARM,"Lot 8137 Cattarin Street, Spring Farm NSW 2570",985000,2025-03-17,house,3.0,2.0,1.0,300.0,2025-03-18T05:02:49.014154
SPRING FARM,"Lot 8134 Cattarin Street, Spring Farm NSW 2570",975000,2025-03-17,house,4.0,2.0,2.0,375.0,2025-03-18T05:02:49.014154
SPRING FARM,"52 Austen Boulevard, Spring Farm NSW 2570",1080000,2025-03-14,house,4.0,2.0,2.0,391.0,2025-03-18T05:02:49.014154
SPRING FARM,"20 Plumage Crescent, Spring Farm NSW 2570",1100000,2025-03-12,house,4.0,2.0,2.0,433.0,2025-03-18T05:02:49.014154
SPRING FARM,"6 Orwell Place, Spring Farm NSW 2570",910000,2025-03-10,house,3.0,2.0,1.0,300.0,2025-03-18T05:02:49.014154
SPRING FARM,"Lot 2034 Hampshire Boulevarde, Spring Farm NSW 2570",680000,2025-03-10,residential land,,,,521.0,2025-03-18T05:02:49.014154
SPRING FARM,"75 Belmont Avenue, Spring Farm NSW 2570",1066000,2025-03-07,house,3.0,2.0,2.0,420.0,2025-03-18T05:02:49.014154
SPRING FARM,"104 Floyd Street, Spring Farm NSW 2570",1350000,2025-03-07,house,4.0,2.0,2.0,579.0,2025-03-18T05:02:49.014154
SPRING FARM,"Lot 2029 Leggett Street, Spring Farm NSW 2570",700000,2025-03-06,residential land,,,,573.0,2025-03-18T05:02:49.014154
SPRING FARM,"33 Limestone Avenue, Spring Farm NSW 2570",1135000,2025-03-03,house,4.0,2.0,2.0,395.0,2025-03-18T05:02:49.014154
SPRING FARM,"Address available on request, Spring Farm NSW 2570",1050000,2025-02-28,house,4.0,2.0,2.0,520.0,2025-03-18T05:02:49.014154
SPRING FARM,"Lot 2031 Leggett Street, Spring Farm NSW 2570",710000,2025-02-26,residential land,,,,585.0,2025-03-18T05:02:49.014154
SPRING FARM,"30 Pekin Street, Spring Farm NSW 2570",995000,2025-02-25,house,5.0,2.0,2.0,390.0,2025-03-18T05:02:49.014154
SPRING FARM,"107 Belmont Avenue, Spring Farm NSW 2570",1130000,2025-02-21,house,4.0,2.0,2.0,526.0,2025-03-18T05:02:49.014154
SPRING FARM,"26 Tupman Street, Spring Farm NSW 2570",995000,2025-02-20,house,4.0,2.0,2.0,445.0,2025-03-18T05:02:49.014154
SPRING FARM,"44 Caswell Road, Spring Farm NSW 2570",1100000,2025-02-20,house,4.0,2.0,2.0,390.0,2025-03-18T05:02:49.014154
SPRING FARM,"22 Floyd Street, Spring Farm NSW 2570",2150000,2025-02-20,house,6.0,5.0,2.0,675.0,2025-03-18T05:02:49.014154
SPRING FARM,"11 Starke Street, Spring Farm NSW 2570",1023000,2025-02-15,house,4.0,2.0,2.0,392.0,2025-03-18T05:02:49.014154
SPRING FARM,"66A & 66B Archer Road, Spring Farm NSW 2570",1350000,2025-02-12,house,5.0,3.0,2.0,530.0,2025-03-18T05:02:49.014154
SPRING FARM,"66 Jennings Crescent, Spring Farm NSW 2570",910000,2025-02-12,house,4.0,2.0,1.0,300.0,2025-03-18T05:02:49.014154
SPRING FARM,"12 Bandara Circuit, Spring Farm NSW 2570",1150000,2025-02-05,house,3.0,2.0,2.0,463.0,2025-03-18T05:02:49.014154
SPRING FARM,"69 Minorca Circuit, Spring Farm NSW 2570",1160000,2025-01-20,house,5.0,2.0,2.0,529.0,2025-03-18T05:02:49.014154
SPRING FARM,"15 Maran Street, Spring Farm NSW 2570",795000,2025-01-17,townhouse,3.0,2.0,2.0,,2025-03-18T05:02:49.014154
SPRING FARM,"17A Bluebell Crescent, Spring Farm NSW 2570",970000,2025-01-15,house,4.0,3.0,1.0,,2025-03-18T05:02:49.014154
SPRING FARM,"55 Spring Farm Drive, Spring Farm NSW 2570",880000,2025-01-08,residential land,,,,636.0,2025-03-18T05:02:49.014154
SPRING GROVE,"1172 Spring Grove Road, Spring Grove NSW 2470",653000,2025-01-29,house,2.0,2.0,2.0,4000.0,2025-03-18T05:02:49.016919
SPRING GROVE,"799 Spring Grove Road, Spring Grove NSW 2470",3150000,2025-01-06,mixed farming,5.0,2.0,10.0,918600.0,2025-03-18T05:02:49.016919
SPRINGDALE HEIGHTS,"16 Garoogong Road, Springdale Heights NSW 2641",448000,2025-02-24,house,3.0,1.0,2.0,778.0,2025-03-18T05:03:04.103351
SPRINGDALE HEIGHTS,"4 Dimbanna Court, Springdale Heights NSW 2641",530000,2025-02-14,house,3.0,2.0,2.0,753.0,2025-03-18T05:03:04.103351
SPRINGDALE HEIGHTS,"4/632 Storey Street, Springdale Heights NSW 2641",269000,2025-02-12,unit,2.0,1.0,1.0,,2025-03-18T05:03:04.103351
SPRINGDALE HEIGHTS,"24 Goolagar Crescent, Springdale Heights NSW 2641",390000,2025-01-16,house,3.0,1.0,1.0,934.0,2025-03-18T05:03:04.103351
SPRINGWOOD,"127 Bee Farm Road, Springwood NSW 2777",580000,2025-03-12,residential land,,,,896.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"26 Perry Avenue, Springwood NSW 2777",1140000,2025-03-10,house,4.0,3.0,1.0,1296.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"26 Valley Road, Springwood NSW 2777",1565000,2025-03-07,house,5.0,3.0,3.0,3671.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"23 Park Road, Springwood NSW 2777",880000,2025-03-07,house,3.0,1.0,1.0,1669.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"35 Hawkesbury Road, Springwood NSW 2777",790000,2025-02-28,house,4.0,1.0,1.0,1606.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"12/1-17 Stypandra Place, Springwood NSW 2777",685000,2025-02-21,villa,2.0,1.0,1.0,,2025-03-18T05:03:17.227052
SPRINGWOOD,"84 Burns Road, Springwood NSW 2777",868000,2025-02-18,house,3.0,1.0,1.0,765.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"18 Hawkesbury Road, Springwood NSW 2777",970000,2025-02-17,house,3.0,1.0,1.0,860.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"375 Macquarie Road, Springwood NSW 2777",1100000,2025-02-14,house,5.0,2.0,3.0,957.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"83 Hawkesbury Road, Springwood NSW 2777",855000,2025-02-06,house,3.0,1.0,1.0,1043.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"1/6-12 Stypandra Place, Springwood NSW 2777",710000,2025-02-05,villa,2.0,1.0,1.0,,2025-03-18T05:03:17.227052
SPRINGWOOD,"14 Linksview Road, Springwood NSW 2777",920000,2025-02-04,house,3.0,1.0,2.0,715.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"63 Perry Avenue, Springwood NSW 2777",900000,2025-02-03,house,3.0,1.0,1.0,916.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"3 Paterson Road, Springwood NSW 2777",865000,2025-01-31,house,3.0,1.0,1.0,1353.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"17 Fairways Crescent, Springwood NSW 2777",1240000,2025-01-23,house,5.0,2.0,1.0,708.0,2025-03-18T05:03:17.227052
SPRINGWOOD,"11/92-110 Lalor Drive, Springwood NSW 2777",660000,2025-01-17,villa,2.0,1.0,1.0,170.0,2025-03-18T05:03:17.227052
ST ALBANS,"1346 Settlers Road, St Albans NSW 2775",430000,2025-03-12,residential land,,,,,2025-03-18T05:03:17.229558
ST ANDREWS,"39 Duncansby Crescent, St Andrews NSW 2566",910000,2025-02-13,house,3.0,1.0,2.0,603.0,2025-03-18T05:03:17.232107
ST ANDREWS,"24 Stranraer Drive, St Andrews NSW 2566",1050000,2025-01-28,house,3.0,2.0,4.0,689.0,2025-03-18T05:03:17.232107
ST ANDREWS,"14 Stromeferry Crescent, St Andrews NSW 2566",910000,2025-01-23,house,3.0,1.0,1.0,567.0,2025-03-18T05:03:17.232107
ST ANDREWS,"17 Braemar Avenue, St Andrews NSW 2566",802500,2025-01-15,house,5.0,2.0,2.0,698.0,2025-03-18T05:03:17.232107
ST ANDREWS,"7 Inverness Place, St Andrews NSW 2566",960000,2025-01-09,house,4.0,2.0,3.0,634.0,2025-03-18T05:03:17.232107
ST ANDREWS,"12 Fannich Place, St Andrews NSW 2566",1300000,2025-01-06,house,6.0,3.0,2.0,646.0,2025-03-18T05:03:17.232107
ST CLAIR,"2 Faust Glen, St Clair NSW 2759",1750000,2025-03-10,house,5.0,2.0,10.0,681.0,2025-03-18T05:03:17.234289
ST CLAIR,"6 Como Close, St Clair NSW 2759",1100000,2025-03-04,house,4.0,2.0,1.0,639.0,2025-03-18T05:03:17.234289
ST CLAIR,"15 Summer Hill Place, St Clair NSW 2759",1130000,2025-02-28,house,5.0,2.0,2.0,627.0,2025-03-18T05:03:17.234289
ST CLAIR,"7 Grumman Place, St Clair NSW 2759",1140000,2025-02-28,house,5.0,3.0,1.0,,2025-03-18T05:03:17.234289
ST CLAIR,"47 Coonawarra Drive, St Clair NSW 2759",1075000,2025-02-26,house,4.0,2.0,1.0,651.0,2025-03-18T05:03:17.234289
ST CLAIR,"18 Ontario Avenue, St Clair NSW 2759",1200000,2025-02-24,house,3.0,2.0,2.0,625.0,2025-03-18T05:03:17.234289
ST CLAIR,"5 Julie Crescent, St Clair NSW 2759",950000,2025-02-20,house,3.0,1.0,3.0,624.0,2025-03-18T05:03:17.234289
ST CLAIR,"2 Ipel Close, St Clair NSW 2759",1020000,2025-02-19,house,3.0,1.0,4.0,646.0,2025-03-18T05:03:17.234289
ST CLAIR,"24 Shakespeare Drive, St Clair NSW 2759",1040000,2025-02-17,house,4.0,2.0,1.0,,2025-03-18T05:03:17.234289
ST CLAIR,"62 Cook Parade, St Clair NSW 2759",1140000,2025-02-15,house,3.0,1.0,2.0,653.0,2025-03-18T05:03:17.234289
ST CLAIR,"19 Macarthur Drive, St Clair NSW 2759",1480000,2025-02-13,house,5.0,3.0,2.0,,2025-03-18T05:03:17.234289
ST CLAIR,"3 Barrallier Way, St Clair NSW 2759",1120000,2025-02-11,house,3.0,1.0,1.0,560.0,2025-03-18T05:03:17.234289
ST CLAIR,"62 Coonawarra Drive, St Clair NSW 2759",1120000,2025-02-10,house,4.0,1.0,2.0,630.0,2025-03-18T05:03:17.234289
ST CLAIR,"24 Colorado Drive, St Clair NSW 2759",1150000,2025-02-10,house,4.0,1.0,4.0,626.0,2025-03-18T05:03:17.234289
ST CLAIR,"242 Bennett Road, St Clair NSW 2759",1300000,2025-02-06,house,3.0,2.0,3.0,791.0,2025-03-18T05:03:17.234289
ST CLAIR,"26 Olympus Drive, St Clair NSW 2759",930000,2025-02-03,house,3.0,1.0,1.0,387.0,2025-03-18T05:03:17.234289
ST CLAIR,"10 Fleece Close, St Clair NSW 2759",1090000,2025-01-28,house,4.0,2.0,2.0,678.0,2025-03-18T05:03:17.234289
ST CLAIR,"2 Menzies Circuit, St Clair NSW 2759",1150000,2025-01-24,house,3.0,1.0,1.0,,2025-03-18T05:03:17.234289
ST CLAIR,"67 Harvey Circuit, St Clair NSW 2759",1320000,2025-01-24,house,3.0,2.0,3.0,841.0,2025-03-18T05:03:17.234289
ST CLAIR,"29 Mccartney Crescent, St Clair NSW 2759",1040000,2025-01-20,house,3.0,1.0,1.0,627.0,2025-03-18T05:03:17.234289
ST CLAIR,"16 Alexandra Circuit, St Clair NSW 2759",1050000,2025-01-17,house,3.0,1.0,3.0,625.0,2025-03-18T05:03:17.234289
ST CLAIR,"17 Madison Circuit, St Clair NSW 2759",900000,2025-01-15,house,3.0,1.0,4.0,625.0,2025-03-18T05:03:17.234289
ST CLAIR,"31 Madison Circuit, St Clair NSW 2759",1080000,2025-01-09,house,5.0,1.0,3.0,748.0,2025-03-18T05:03:17.234289
ST CLAIR,"6 Olliver Crescent, St Clair NSW 2759",1070000,2025-01-08,house,4.0,2.0,2.0,641.0,2025-03-18T05:03:17.234289
ST CLAIR,"24 Chatsworth Crescent, St Clair NSW 2759",1085000,2025-01-02,house,5.0,2.0,2.0,628.0,2025-03-18T05:03:17.234289
ST GEORGES BASIN,"17 Tasman Park Close, St Georges Basin NSW 2540",1050000,2025-03-14,house,5.0,3.0,6.0,1933.0,2025-03-18T05:03:24.574667
ST GEORGES BASIN,"1 Firman Glen, St Georges Basin NSW 2540",955000,2025-03-11,house,4.0,2.0,2.0,822.0,2025-03-18T05:03:24.574667
ST GEORGES BASIN,"28 Bruce Street, St Georges Basin NSW 2540",785000,2025-02-28,house,4.0,2.0,2.0,695.0,2025-03-18T05:03:24.574667
ST GEORGES BASIN,"23/35 The Basin Road, St Georges Basin NSW 2540",550000,2025-02-28,house,3.0,1.0,2.0,,2025-03-18T05:03:24.574667
ST GEORGES BASIN,"18B Hewitt Avenue, St Georges Basin NSW 2540",625000,2025-02-21,duplex-semi-detached,3.0,2.0,1.0,322.0,2025-03-18T05:03:24.574667
ST GEORGES BASIN,"109 Loralyn Avenue, St Georges Basin NSW 2540",1450000,2025-02-06,house,4.0,2.0,4.0,2020.0,2025-03-18T05:03:24.574667
ST GEORGES BASIN,"56 Tasman Road, St Georges Basin NSW 2540",820000,2025-01-24,house,6.0,2.0,3.0,556.0,2025-03-18T05:03:24.574667
ST GEORGES BASIN,"118 Loralyn Avenue, St Georges Basin NSW 2540",1700000,2025-01-22,house,3.0,2.0,,1062.0,2025-03-18T05:03:24.574667
ST GEORGES BASIN,"56 Cammaray Drive, St Georges Basin NSW 2540",745000,2025-01-09,house,3.0,1.0,3.0,684.0,2025-03-18T05:03:24.574667
ST HELENS PARK,"5 Spence Place, St Helens Park NSW 2560",920000,2025-03-14,house,3.0,1.0,2.0,453.0,2025-03-18T05:03:30.305953
ST HELENS PARK,"10B Withnell Crescent, St Helens Park NSW 2560",847500,2025-03-04,house,3.0,1.0,1.0,364.0,2025-03-18T05:03:30.305953
ST HELENS PARK,"6 Holman Place, St Helens Park NSW 2560",820000,2025-03-04,house,3.0,1.0,1.0,389.0,2025-03-18T05:03:30.305953
ST HELENS PARK,"23 Pademelon Avenue, St Helens Park NSW 2560",868800,2025-02-25,house,3.0,1.0,1.0,569.0,2025-03-18T05:03:30.305953
ST HELENS PARK,"30 Spence Place, St Helens Park NSW 2560",950000,2025-02-24,house,4.0,1.0,1.0,728.0,2025-03-18T05:03:30.305953
ST HELENS PARK,"10/53 Woodland Road, St Helens Park NSW 2560",545000,2025-02-17,townhouse,2.0,1.0,1.0,,2025-03-18T05:03:30.305953
ST HELENS PARK,"7 Cuscus Place, St Helens Park NSW 2560",873000,2025-02-15,house,3.0,1.0,1.0,630.0,2025-03-18T05:03:30.305953
ST HELENS PARK,"10 Parma Crescent, St Helens Park NSW 2560",910000,2025-02-11,house,3.0,1.0,1.0,,2025-03-18T05:03:30.305953
