lganame,councilnam,suburbname,postcode,percentage,,,,LGA_WRONG,,FIX,LGA_NEIGHBOR_WRONG
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,HARWOOD,2465,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,HEIFER STATION,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,HERNANI,2453,92.1312959,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,ILARWILL,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,ILUKA,2466,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,JACKADGERY,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,JACKY BULBIN FLAT,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,JAMES CREEK,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,JUNCTION HILL,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,KANGAROO CREEK,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,KEYBARBIN,2469,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,KIPPENDUFF,2469,4.544641165,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,KOOLKHAN,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,KREMNOS,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,KUNGALA,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,KYARRAN,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,LAKE HIAWATHA,2462,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,LANITZA,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,LAVADIA,2462,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,LAWRENCE,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,LEVENSTRATH,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,LILYDALE,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,LIONSVILLE,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,LOUISA CREEK,2469,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,LOWER SOUTHGATE,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MACLEAN,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MALABUGILMAH,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MARENGO,2453,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MICALO ISLAND,2464,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MINNIE WATER,2462,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MOLEVILLE CREEK,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MOOKIMA WYBRA,2469,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MOONPAR,2453,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MORORO,2469,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MOUNT MARSH,2469,11.55287972,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MOUNTAIN VIEW,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,MYLNEFORD,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,NEWBOLD,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,NEWTON BOYD,2370,89.13626674,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,NYMBOIDA,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,PALMERS CHANNEL,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,PALMERS ISLAND,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,PIKAPENE,2469,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,PILLAR VALLEY,2462,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,PULGANBAR,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,PUNCHBOWL,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,RAMORNIE,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,RUSHFORTH,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SANDON,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SANDY CROSSING,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SEELANDS,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SHANNONDALE,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SHARK CREEK,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SHERWOOD,2450,78.88648028,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SMITHS CREEK,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SOUTH ARM,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SOUTH GRAFTON,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SOUTHAMPTON,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SOUTHGATE,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,STOCKYARD CREEK,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,SWAN CREEK,2462,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,TABBIMOBLE,2472,4.51551E-10,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,TALOUMBI,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,THE FRESHWATER,2466,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,THE GULF,2365,33.36545682,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,THE PINNACLES,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,THE SANDON,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,THE WHITEMAN,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,TOWALLUM,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,TOWNSEND,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,TRENAYR,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,TUCABIA,2462,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,TULLYMORGAN,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,TYNDALE,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,TYRINGHAM,2453,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,ULMARRA,2462,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,UPPER COPMANHURST,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,UPPER CORINDI,2456,0.905189791,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,UPPER FINE FLOWER,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WARRAGAI CREEK,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WARREGAH ISLAND,2469,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WASHPOOL,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WATERVIEW,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WATERVIEW HEIGHTS,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WELLS CROSSING,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WHITEMAN CREEK,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WILD CATTLE CREEK,2453,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WINEGROVE,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WOMBAT CREEK,2460,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WOODFORD ISLAND,2463,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WOODY HEAD,2466,99.99999999,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WOOLI,2462,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WOOLOWEYAH,2464,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WOOMBAH,2469,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,YAMBA,2464,100,,,,,,,
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,YURAYGIR,2464,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,BULLA,2835,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,BYROCK,2831,12.03257311,,,,,,,
COBAR,COBAR SHIRE COUNCIL,CANBELEGO,2835,85.96580437,,,,,,,
COBAR,COBAR SHIRE COUNCIL,COBAR,2835,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,CUBBA,2835,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,EREMERANG,2877,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,EUABALONG,2877,97.37919172,,,,,,,
COBAR,COBAR SHIRE COUNCIL,EUABALONG WEST,2877,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,GILGUNNIA,2877,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,IRYMPLE,2835,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,KERRIGUNDI,2835,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,KULWIN,2835,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,MOUNT HOPE,2877,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,NOONA,2835,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,NYMAGEE,2831,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,SANDY CREEK,2835,100,,,,,,,
COBAR,COBAR SHIRE COUNCIL,TILPA,2840,56.38713269,,,,,,,
COBAR,COBAR SHIRE COUNCIL,TINDAREY,2835,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,ARRAWARRA,2456,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,ARRAWARRA HEADLAND,2456,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BARCOONGERE,2460,39.27352117,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BOAMBEE,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BOAMBEE EAST,2452,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BONVILLE,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BROOKLANA,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BUCCA,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BUNDAGEN,2454,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,COFFS HARBOUR,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,CORAMBA,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,CORINDI BEACH,2456,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,DIRTY CREEK,2456,86.4262969,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,EMERALD BEACH,2456,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,HALFWAY CREEK,2460,4.266597236,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,KARANGI,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,KORORA,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,LOWANNA,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,MOONEE BEACH,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,MULLAWAY,2456,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,NANA GLEN,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,NORTH BOAMBEE VALLEY,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,RED ROCK,2456,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,SAFETY BEACH,2456,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,SANDY BEACH,2456,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,SAPPHIRE BEACH,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,SAWTELL,2452,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,SHERWOOD,2450,21.11351972,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,TOORMINA,2452,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,ULONG,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,UPPER CORINDI,2456,99.09481021,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,UPPER ORARA,2450,100,,,,,,,
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,WOOLGOOLGA,2456,100,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,ARDLETHAN,2665,42.67698835,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,BECKOM,2665,59.51579063,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,BERRY JERRY,2701,100,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,COOLAMON,2701,100,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,COWABBIE,2652,100,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,GANMAIN,2702,59.64156141,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,MARRAR,2652,90.53382054,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,MATONG,2652,71.9226907,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,METHUL,2701,100,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,MURRULEBALE,2652,100,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,RANNOCK,2701,100,,,,,,,
COOLAMON,COOLAMON SHIRE COUNCIL,WALLEROOBIE,2665,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,ARMATREE,2828,0.02162301,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,BILLEROY,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,BLACK HOLLOW,2828,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,BOURBAH,2828,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,CARINDA,2831,6.643210798,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,COMBARA,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,CONIMBIA,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,COONAMBLE,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,GILGOOMA,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,GULARGAMBONE,2828,90.43924029,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,GUNGALMAN,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,MACQUARIE MARSHES,2831,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,MAGOMETON,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,MOUNT TENANDRA,2828,99.99999081,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,NEBEA,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,PILLIGA,2388,1.154022401,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,PINE GROVE,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,QUAMBONE,2831,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,QUANDA,2828,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,TERIDGERIE,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,TOOLOON,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,URAWILKIE,2829,100,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,WARRUMBUNGLE,2828,52.04121416,,,,,,,
COONAMBLE,COONAMBLE SHIRE COUNCIL,WINGADEE,2829,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,ADJUNGBILLY,2727,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,BURRA CREEK,2722,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,COOLAC,2727,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,COOTAMUNDRA,2590,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,DARBALARA,2722,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,GOBARRALONG,2727,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,GUNDAGAI,2722,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,MILVALE,2594,41.91549704,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,MOUNT ADRAH,2729,75.15501695,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,MUNDARLO,2729,99.95379466,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,MUTTAMA,2722,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,NANGUS,2722,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,RENO,2722,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,SOUTH GUNDAGAI,2722,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,STOCKINBINGAL,2725,85.82432844,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,TUMBLONG,2729,100,,,,,,,
COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL REGIONAL COUNCIL,WALLENDBEEN,2588,100,,,,,,,
COWRA,COWRA SHIRE COUNCIL,BILLIMARI,2804,100,,,,,,,
COWRA,COWRA SHIRE COUNCIL,BUMBALDRY,2794,34.41083866,,,,,,,
COWRA,COWRA SHIRE COUNCIL,CANOWINDRA,2804,36.22579083,,,,,,,
COWRA,COWRA SHIRE COUNCIL,COWRA,2794,100,,,,,,,
COWRA,COWRA SHIRE COUNCIL,DARBYS FALLS,2793,100,,,,,,,
COWRA,COWRA SHIRE COUNCIL,GARLAND,2797,0.943924476,,,,,,,
COWRA,COWRA SHIRE COUNCIL,GODFREYS CREEK,2586,8.32206E-08,,,,,,,
COWRA,COWRA SHIRE COUNCIL,GOOLOOGONG,2805,82.07636793,,,,,,,
COWRA,COWRA SHIRE COUNCIL,KOORAWATHA,2807,77.59201557,,,,,,,
COWRA,COWRA SHIRE COUNCIL,LYNDHURST,2797,5.589543283,,,,,,,
COWRA,COWRA SHIRE COUNCIL,MANDURAMA,2792,38.51304089,,,,,,,
COWRA,COWRA SHIRE COUNCIL,NEVILLE,2799,52.81790025,,,,,,,
COWRA,COWRA SHIRE COUNCIL,ROSEBERG,2793,100,,,,,,,
COWRA,COWRA SHIRE COUNCIL,WATTAMONDARA,2794,100,,,,,,,
COWRA,COWRA SHIRE COUNCIL,WOODSTOCK,2793,100,,,,,,,
COWRA,COWRA SHIRE COUNCIL,WYANGALA,2808,31.48552792,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,AUBURN,2144,99.38810649,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,BERALA,2141,100,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,CHESTER HILL,2162,13.64871404,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,FAIRFIELD,2165,1.20077119,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,GIRRAWEEN,2145,100,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,GRANVILLE,2142,70.25519887,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,GREYSTANES,2145,100,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,GUILDFORD,2161,100,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,GUILDFORD WEST,2161,100,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,HOLROYD,2142,89.63861552,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,HOMEBUSH WEST,2140,3.84683694,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,LIDCOMBE,2141,90.57620679,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,MAYS HILL,2145,68.05177131,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,MERRYLANDS,2160,99.63795414,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,MERRYLANDS WEST,2160,100,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,PARRAMATTA,2150,0.008765578,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,PEMULWUY,2145,100,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,PENDLE HILL,2145,65.82605412,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,PROSPECT,2148,0.97253367,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,REGENTS PARK,2143,72.92374303,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,ROOKWOOD,2141,100,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,SMITHFIELD,2164,48.2465078,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,SOUTH GRANVILLE,2142,100,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,SOUTH WENTWORTHVILLE,2145,100,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,TOONGABBIE,2146,12.21249032,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,WENTWORTHVILLE,2145,61.11304224,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,WESTMEAD,2145,47.41364164,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,WOODPARK,2164,100,,,,,,,
CUMBERLAND,CUMBERLAND COUNCIL,YENNORA,2161,71.84168909,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,APSLEY,2820,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,ARTHURVILLE,2820,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,BAKERS SWAMP,2820,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,BALLIMORE,2830,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,BENOLONG,2818,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,BODANGORA,2820,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,BOURNEWOOD,2868,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,BROCKLEHURST,2830,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,COMOBELLA,2820,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,CUNDUMBUL,2866,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,CURRA CREEK,2820,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,DRIPSTONE,2820,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,DUBBO REGIONAL,2830,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,ELONG ELONG,2831,48.04411587,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,EUCHAREENA,2866,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,EUMUNGERIE,2822,100,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,EURIMBLA,2867,84.55907752,,,,,,,
DUBBO REGIONAL REGIONAL,DUBBO REGIONAL REGIONAL COUNCIL,FARNHAM,2820,100,,,,,,,
